0,2
1,1
2,4
3,2
4,3
5,5
6,1
7,4
8,1
9,1
10,3
11,3
12,1
13,0
14,3
15,3
16,1
17,5
18,2
19,3
20,3
21,2
22,2
23,1
24,1
25,2
26,2
27,1
28,2
29,1
30,0
31,5
32,1
33,2
34,2
35,4
36,2
37,1
38,1
39,1
40,5
41,1
42,5
43,0
44,4
45,2
46,2
47,1
48,3
49,1
50,0
51,5
52,0
53,4
54,3
55,1
56,2
57,2
58,5
59,2
60,1
61,1
62,1
63,0
64,4
65,1
66,2
67,1
68,0
69,4
70,0
71,1
72,1
73,1
74,2
75,2
76,5
77,2
78,5
79,0
80,2
81,0
82,1
83,2
84,1
85,2
86,2
87,2
88,1
89,2
90,2
91,2
92,2
93,2
94,2
95,1
96,1
97,5
98,2
99,2
100,2
101,4
102,1
103,2
104,2
105,1
106,1
107,1
108,4
109,1
110,1
111,1
112,1
113,2
114,1
115,3
116,3
117,2
118,2
119,2
120,1
121,1
122,4
123,0
124,2
125,0
126,5
127,1
128,0
129,2
130,1
131,2
132,2
133,2
134,1
135,5
136,2
137,2
138,1
139,2
140,3
141,2
142,0
143,2
144,4
145,1
146,0
147,2
148,0
149,0
150,2
151,1
152,0
153,1
154,5
155,2
156,1
157,1
158,1
159,0
160,4
161,2
162,2
163,2
164,2
165,2
166,1
167,5
168,5
169,2
170,2
171,3
172,2
173,2
174,0
175,1
176,3
177,5
178,5
179,2
180,0
181,2
182,2
183,4
184,0
185,4
186,2
187,1
188,2
189,2
190,1
191,0
192,3
193,4
194,1
195,4
196,2
197,5
198,2
199,1
200,1
201,1
202,0
203,1
204,0
205,5
206,3
207,2
208,3
209,1
210,3
211,2
212,1
213,2
214,1
215,3
216,0
217,2
218,1
219,1
220,2
221,2
222,2
223,0
224,2
225,1
226,2
227,3
228,0
229,1
230,1
231,4
232,1
233,1
234,1
235,2
236,1
237,4
238,1
239,1
240,1
241,1
242,1
243,1
244,2
245,2
246,1
247,1
248,1
249,1
250,5
251,2
252,1
253,1
254,3
255,3
256,1
257,0
258,5
259,4
260,0
261,4
262,5
263,1
264,1
265,2
266,1
267,4
268,1
269,1
270,0
271,2
272,2
273,2
274,2
275,1
276,1
277,3
278,3
279,0
280,4
281,2
282,2
283,2
284,3
285,0
286,1
287,1
288,1
289,1
290,0
291,0
292,4
293,3
294,0
295,1
296,3
297,1
298,5
299,1
300,2
301,4
302,4
303,3
304,1
305,3
306,4
307,1
308,2
309,0
310,1
311,0
312,3
313,2
314,5
315,4
316,2
317,1
318,5
319,0
320,1
321,1
322,0
323,2
324,5
325,1
326,5
327,1
328,1
329,1
330,2
331,0
332,3
333,2
334,2
335,0
336,1
337,3
338,4
339,1
340,2
341,2
342,2
343,1
344,1
345,5
346,1
347,1
348,5
349,1
350,1
351,0
352,4
353,3
354,2
355,1
356,2
357,3
358,5
359,0
360,1
361,2
362,5
363,4
364,4
365,5
366,0
367,1
368,3
369,5
370,1
371,2
372,1
373,4
374,2
375,5
376,1
377,3
378,1
379,1
380,2
381,1
382,1
383,2
384,0
385,1
386,1
387,2
388,1
389,2
390,5
391,4
392,1
393,4
394,1
395,4
396,1
397,3
398,2
399,2
400,1
401,1
402,4
403,4
404,1
405,2
406,2
407,2
408,2
409,1
410,5
411,1
412,5
413,1
414,0
415,1
416,2
417,0
418,1
419,2
420,0
421,1
422,5
423,4
424,2
425,0
426,5
427,3
428,2
429,4
430,4
431,2
432,2
433,1
434,1
435,5
436,2
437,3
438,1
439,3
440,1
441,5
442,1
443,1
444,3
445,3
446,1
447,1
448,2
449,2
450,1
451,3
452,1
453,3
454,0
455,4
456,2
457,2
458,2
459,1
460,1
461,2
462,4
463,0
464,4
465,3
466,3
467,1
468,1
469,1
470,2
471,1
472,3
473,4
474,3
475,4
476,4
477,0
478,1
479,3
480,4
481,5
482,1
483,5
484,1
485,1
486,3
487,1
488,0
489,3
490,4
491,5
492,3
493,2
494,4
495,5
496,4
497,5
498,2
499,1
500,3
501,2
502,4
503,2
504,3
505,1
506,3
507,3
508,1
509,3
510,5
511,1
512,1
513,2
514,2
515,0
516,1
517,2
518,1
519,3
520,0
521,1
522,2
523,3
524,1
525,2
526,4
527,3
528,4
529,2
530,1
531,1
532,1
533,4
534,1
535,1
536,5
537,4
538,2
539,2
540,3
541,1
542,2
543,3
544,3
545,3
546,1
547,2
548,5
549,3
550,3
551,5
552,4
553,5
554,3
555,2
556,5
557,1
558,4
559,5
560,1
561,5
562,0
563,3
564,5
565,1
566,1
567,3
568,5
569,2
570,2
571,2
572,4
573,5
574,1
575,3
576,1
577,1
578,2
579,1
580,1
581,2
582,3
583,1
584,3
585,5
586,2
587,2
588,4
589,5
590,1
591,1
592,5
593,1
594,1
595,1
596,4
597,0
598,1
599,0
600,3
601,4
602,1
603,1
604,4
605,3
606,2
607,1
608,1
609,0
610,5
611,5
612,3
613,4
614,1
615,2
616,5
617,4
618,0
619,1
620,2
621,1
622,1
623,1
624,1
625,5
626,2
627,4
628,4
629,1
630,1
631,2
632,0
633,0
634,5
635,0
636,3
637,2
638,0
639,1
640,3
641,0
642,4
